source_id,configuration,beta_deg,source_pdf_page,appendix_page,alpha_deg,omega_b_over_2V,zero_replicate,CA,CN,Cm,CY,Cl,Cn,qa_status
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,55,-0.40,,0.049,1.84,0.081,0.236,0.0259,0.1374,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,55,-0.30,,0.066,1.69,0.096,0.176,0.0205,0.1138,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,55,-0.20,,0.070,1.60,0.126,0.148,0.0150,0.1005,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,55,-0.10,,0.073,1.61,0.164,0.110,0.0091,0.0774,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,55,-0.05,,0.076,1.61,0.162,0.071,0.0055,0.0548,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,55,0.00,1,0.084,1.57,0.167,0.033,0.0036,0.0397,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,55,0.00,2,0.084,1.58,0.162,0.033,0.0039,0.0386,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,55,0.05,,0.077,1.62,0.202,0.018,0.0012,0.0262,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,55,0.10,,0.076,1.67,0.246,-0.037,-0.0010,-0.0023,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,55,0.20,,0.071,1.63,0.212,-0.138,-0.0140,-0.0663,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,55,0.30,,0.065,1.70,0.135,-0.199,-0.0200,-0.1077,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,55,0.40,,0.050,1.84,0.099,-0.219,-0.0248,-0.1229,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,60,-0.40,,0.049,1.91,0.082,0.227,0.0215,0.1357,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,60,-0.30,,0.056,1.78,0.107,0.155,0.0149,0.1026,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,60,-0.20,,0.057,1.71,0.111,0.112,0.0102,0.0797,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,60,-0.10,,0.055,1.69,0.124,0.081,0.0069,0.0599,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,60,-0.05,,0.055,1.68,0.135,0.059,0.0047,0.0493,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,60,0.00,1,0.068,1.60,0.146,0.032,0.0030,0.0455,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,60,0.00,2,0.067,1.59,0.149,0.026,0.0035,0.0466,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,60,0.05,,0.055,1.66,0.173,0.026,0.0017,0.0337,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,60,0.10,,0.055,1.68,0.177,-0.003,-0.0017,0.0078,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,60,0.20,,0.054,1.71,0.154,-0.126,-0.0103,-0.0709,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,60,0.30,,0.055,1.79,0.120,-0.151,-0.0141,-0.0926,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,60,0.40,,0.051,1.93,0.102,-0.210,-0.0194,-0.1207,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,65,-0.40,,0.046,1.99,0.082,0.209,0.0151,0.1181,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,65,-0.30,,0.054,1.80,0.085,0.140,0.0114,0.0983,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,65,-0.20,,0.058,1.66,0.081,0.095,0.0070,0.0744,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,65,-0.10,,0.059,1.63,0.085,0.057,0.0044,0.0565,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,65,-0.05,,0.058,1.63,0.093,0.039,0.0031,0.0452,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,65,0.00,1,0.063,1.61,0.109,0.015,0.0015,0.0300,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,65,0.00,2,0.067,1.58,0.109,0.017,0.0041,0.0308,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,65,0.05,,0.064,1.64,0.112,0.005,0.0030,0.0187,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,65,0.10,,0.061,1.68,0.125,-0.003,0.0013,0.0049,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,65,0.20,,0.057,1.71,0.134,-0.062,-0.0035,-0.0345,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,65,0.30,,0.055,1.81,0.119,-0.108,-0.0068,-0.0768,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,65,0.40,,0.047,1.94,0.121,-0.163,-0.0113,-0.1018,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,70,-0.40,,0.062,2.00,0.022,0.161,-0.0102,0.0929,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,70,-0.30,,0.054,1.89,0.036,0.110,-0.0068,0.0766,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,70,-0.20,,0.045,1.79,0.057,0.078,-0.0022,0.0601,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,70,-0.10,,0.043,1.75,0.070,0.048,-0.0012,0.0393,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,70,-0.05,,0.042,1.73,0.079,0.011,0.0008,0.0233,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,70,0.00,1,0.045,1.70,0.085,-0.009,0.0030,0.0039,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,70,0.00,2,0.048,1.68,0.082,-0.009,0.0032,0.0046,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,70,0.05,,0.047,1.68,0.079,-0.027,0.0058,-0.0065,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,70,0.10,,0.051,1.69,0.075,-0.043,0.0055,-0.0205,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,70,0.20,,0.051,1.75,0.072,-0.072,0.0028,-0.0510,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,70,0.30,,0.054,1.88,0.066,-0.095,-0.0014,-0.0699,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,70,0.40,,0.065,2.01,0.035,-0.130,-0.0034,-0.0847,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,75,-0.40,,0.053,2.03,-0.038,0.162,0.0044,0.0918,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,75,-0.30,,0.066,1.91,-0.020,0.094,0.0017,0.0682,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,75,-0.20,,0.069,1.76,0.003,0.035,0.0052,0.0508,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,75,-0.10,,0.066,1.71,0.022,0.024,-0.0032,0.0291,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,75,-0.05,,0.062,1.73,0.027,0.019,-0.0014,0.0156,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,75,0.00,1,0.064,1.71,0.028,-0.006,0.0067,0.0019,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,75,0.00,2,0.065,1.68,0.028,-0.013,0.0002,0.0021,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,75,0.05,,0.060,1.71,0.023,-0.013,0.0056,-0.0098,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,75,0.10,,0.059,1.72,0.016,-0.021,0.0074,-0.0223,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,75,0.20,,0.064,1.80,0.009,-0.038,0.0086,-0.0444,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,75,0.30,,0.055,1.96,-0.002,-0.076,0.0038,-0.0605,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,84,A21,75,0.40,,0.040,2.07,-0.017,-0.114,-0.0001,-0.0822,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,80,-0.40,,0.054,2.01,-0.072,0.134,0.0004,0.0860,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,80,-0.30,,0.059,1.92,-0.052,0.078,-0.0041,0.0655,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,80,-0.20,,0.058,1.79,-0.037,0.029,-0.0099,0.0490,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,80,-0.10,,0.059,1.69,-0.037,0.019,-0.0033,0.0272,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,80,-0.05,,0.058,1.68,-0.028,0.003,-0.0002,0.0154,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,80,0.00,1,0.059,1.67,-0.039,-0.007,0.0031,0.0014,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,80,0.00,2,0.056,1.65,-0.032,-0.012,0.0004,0.0035,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,80,0.05,,0.055,1.72,-0.026,0.002,0.0046,-0.0107,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,80,0.10,,0.055,1.72,-0.028,-0.013,0.0069,-0.0226,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,80,0.20,,0.056,1.82,-0.030,-0.025,0.0112,-0.0446,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,80,0.30,,0.054,1.94,-0.031,-0.066,0.0086,-0.0564,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,80,0.40,,0.051,2.04,-0.046,-0.107,0.0051,-0.0771,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,85,-0.40,,0.049,2.02,-0.117,0.102,-0.0055,0.0808,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,85,-0.30,,0.054,1.91,-0.098,0.069,-0.0098,0.0614,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,85,-0.20,,0.063,1.78,-0.078,0.022,-0.0110,0.0465,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,85,-0.10,,0.067,1.71,-0.076,0.024,0.0000,0.0257,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,85,-0.05,,0.068,1.71,-0.069,0.013,0.0020,0.0142,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,85,0.00,1,0.052,1.70,-0.077,-0.005,0.0018,0.0027,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,85,0.00,2,0.051,1.69,-0.070,-0.006,0.0036,0.0021,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,85,0.05,,0.060,1.80,-0.062,0.018,0.0031,-0.0098,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,85,0.10,,0.061,1.78,-0.071,-0.003,0.0080,-0.0221,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,85,0.20,,0.052,1.88,-0.067,-0.011,0.0148,-0.0416,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,85,0.30,,0.038,1.97,-0.072,-0.058,0.0127,-0.0541,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,85,0.40,,0.027,2.09,-0.083,-0.081,0.0080,-0.0739,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,90,-0.40,,0.044,2.05,-0.145,0.104,-0.0067,0.0781,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,90,-0.30,,0.038,1.93,-0.139,0.064,-0.0120,0.0571,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,90,-0.20,,0.054,1.82,-0.133,0.040,-0.0096,0.0419,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,90,-0.10,,0.062,1.75,-0.124,0.038,0.0024,0.0224,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,90,-0.05,,0.064,1.75,-0.115,0.029,0.0029,0.0135,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,90,0.00,1,0.047,1.71,-0.128,0.000,0.0039,0.0014,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,90,0.00,2,0.050,1.71,-0.133,0.004,0.0037,0.0009,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,90,0.05,,0.072,1.76,-0.119,0.004,0.0042,-0.0092,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,90,0.10,,0.063,1.79,-0.117,0.001,0.0045,-0.0187,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,90,0.20,,0.047,1.88,-0.115,-0.009,0.0129,-0.0350,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,90,0.30,,0.025,2.01,-0.117,-0.039,0.0139,-0.0480,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,85,A22,90,0.40,,0.029,2.12,-0.136,-0.044,0.0130,-0.0662,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
