source_id,derived_from,configuration,alpha_deg,omega_b_over_2V,zero_replicate,dCA_dBeta_per_rad,dCN_dBeta_per_rad,dCm_dBeta_per_rad,dCY_dBeta_per_rad,dCl_dBeta_per_rad,dCn_dBeta_per_rad,delta_beta_deg,derivation,qa_status
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,20,0.30,,0.040107,-0.487014,0.335180,-0.830789,0.259836,-0.063312,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,20,0.40,,0.054431,-0.372423,0.501338,-0.911003,0.371850,-0.094825,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,25,-0.30,,-0.020054,0.171887,0.767763,-0.847978,0.050707,-0.130061,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,25,-0.20,,-0.031513,0.229183,0.541445,-0.699009,0.031513,-0.116597,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,25,-0.10,,-0.037242,0.171887,0.335180,-0.572958,0.067036,-0.120035,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,25,-0.05,,-0.031513,0.085944,0.183346,-0.541445,0.097116,-0.120894,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,25,-0.03,,-0.034377,0.028648,0.105997,-0.521392,0.103705,-0.121467,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,25,0.00,1,-0.042972,0.057296,0.002865,-0.550039,0.105424,-0.131780,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,25,0.00,2,-0.037242,0.085944,0.014324,-0.558634,0.104565,-0.128343,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,25,0.03,,-0.042972,0.085944,-0.068755,-0.487014,0.106857,-0.125478,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,25,0.05,,-0.028648,0.000000,-0.160428,-0.524256,0.103705,-0.125478,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,25,0.10,,-0.014324,-0.171887,-0.340910,-0.547175,0.075344,-0.124045,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,25,0.20,,0.005730,-0.372423,-0.558634,-0.678955,0.013178,-0.111154,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,25,0.30,,0.000000,-0.286479,-0.822194,-0.767763,0.096257,-0.108862,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,25,0.40,,0.017189,-0.143239,-1.151645,-0.896679,0.201968,-0.131780,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,30,-0.30,,0.022918,0.343775,0.787817,-0.916732,0.107430,-0.195092,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,30,-0.20,,-0.014324,0.085944,0.552904,-0.833654,0.043831,-0.173606,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,30,-0.10,,-0.031513,0.085944,0.315127,-0.764899,0.020054,-0.188503,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,30,-0.05,,-0.034377,0.028648,0.297938,-0.759169,0.030080,-0.192514,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,30,-0.03,,-0.031513,0.057296,0.312262,-0.782087,0.032372,-0.192227,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,30,0.00,1,-0.017189,0.028648,0.335180,-0.816465,0.030367,-0.193373,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,30,0.00,2,-0.020054,0.000000,0.343775,-0.816465,0.032659,-0.200535,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,30,0.03,,-0.031513,0.257831,0.349504,-0.727656,0.029221,-0.194233,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,30,0.05,,-0.031513,0.257831,0.358099,-0.733386,0.030653,-0.192514,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,30,0.10,,-0.028648,0.143239,0.389611,-0.741980,0.018048,-0.195665,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,30,0.20,,-0.011459,0.114592,0.487014,-0.802141,0.006016,-0.189936,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,30,0.30,,-0.011459,0.000000,-0.805006,-0.879490,0.105138,-0.206838,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,30,0.40,,0.000000,0.028648,-1.100079,-0.899544,0.089095,-0.218870,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,35,-0.30,,-0.008594,0.458366,0.721927,-1.211806,0.034091,-0.201968,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,35,-0.20,,-0.017189,0.458366,0.492744,-1.037054,-0.016043,-0.199389,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,35,-0.10,,-0.042972,0.286479,0.246372,-0.876625,0.022632,-0.195379,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,35,-0.05,,-0.045837,0.200535,0.140375,-0.807870,0.008594,-0.205692,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,35,-0.03,,-0.045837,0.229183,0.074485,-0.713332,-0.001432,-0.209703,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,35,0.00,1,-0.031513,0.114592,-0.025783,-0.862301,-0.018908,-0.217724,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,35,0.00,2,-0.025783,0.028648,-0.031513,-0.885220,-0.010600,-0.225745,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,35,0.03,,-0.040107,0.143239,-0.083079,-0.807870,-0.032945,-0.219156,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,35,0.05,,-0.045837,0.200535,-0.134645,-0.816465,-0.039248,-0.209130,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,35,0.10,,-0.040107,0.143239,-0.260696,-0.865166,-0.071333,-0.205692,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,35,0.20,,-0.025783,-0.057296,-0.544310,-1.097214,-0.036096,-0.202827,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,35,0.30,,-0.031513,-0.114592,-0.756304,-1.217535,0.034091,-0.221162,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,35,0.40,,-0.037242,-0.028648,-0.994082,-1.160240,0.063025,-0.234053,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,40,-0.30,,-0.014324,0.716197,0.564363,-1.111538,-0.072193,-0.193087,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,40,-0.20,,-0.034377,0.572958,0.346639,-1.057107,-0.082219,-0.219729,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,40,-0.10,,-0.051566,0.458366,0.154699,-0.968299,-0.102273,-0.214286,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,40,-0.05,,-0.051566,0.343775,0.074485,-0.899544,-0.117743,-0.210276,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,40,-0.03,,-0.060161,0.257831,0.031513,-0.839383,-0.121181,-0.202827,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,40,0.00,1,-0.040107,0.200535,-0.048701,-0.956840,-0.126910,-0.215719,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,40,0.00,2,-0.022918,-0.028648,-0.051566,-0.974028,-0.119175,-0.210562,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,40,0.03,,-0.060161,0.372423,-0.031513,-0.747710,-0.123759,-0.202827,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,40,0.05,,-0.045837,0.200535,-0.097403,-0.825059,-0.120894,-0.208270,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,40,0.10,,-0.042972,0.143239,-0.151834,-0.948245,-0.120608,-0.225745,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,40,0.20,,-0.040107,-0.114592,-0.389611,-1.114403,-0.088808,-0.238350,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,40,0.30,,-0.048701,-0.229183,-0.581552,-1.240454,-0.059301,-0.252388,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,40,0.40,,-0.083079,-0.114592,-0.847978,-1.332127,-0.038675,-0.222308,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,45,-0.40,,0.034377,0.401070,0.922462,-1.019865,-0.091387,-0.156417,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,45,-0.30,,0.002865,0.572958,0.607335,-1.039918,-0.118029,-0.201108,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,45,-0.20,,-0.020054,0.630254,0.355234,-1.091485,-0.114878,-0.265852,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,45,-0.10,,-0.037242,0.401070,0.065890,-1.028459,-0.110008,-0.260409,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,45,-0.05,,-0.042972,0.315127,-0.017189,-0.953975,-0.102273,-0.210848,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,45,-0.03,,-0.042972,0.343775,-0.051566,-0.902409,-0.100268,-0.189363,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,45,0.00,1,-0.051566,0.315127,-0.131780,-0.953975,-0.105424,-0.174466,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,45,0.00,2,-0.057296,0.315127,-0.120321,-0.919597,-0.109148,-0.176471,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,45,0.03,,-0.045837,0.171887,-0.100268,-0.825059,-0.096830,-0.153839,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,45,0.05,,-0.040107,0.057296,-0.097403,-0.793547,-0.096543,-0.150974,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,45,0.10,,-0.037242,0.000000,-0.097403,-0.951110,-0.100841,-0.211135,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,45,0.20,,-0.074485,-0.286479,-0.426854,-1.117268,-0.119462,-0.296792,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
